pair_id,model,cosine_score,label,pair_type
pair_3999,all-minilm_latest,0.323724,not_duplicate,D4
pair_0075,all-minilm_latest,0.91501,duplicate,D2
pair_2312,all-minilm_latest,0.910916,duplicate,D2
pair_1336,all-minilm_latest,0.73245,duplicate,D2
pair_0602,all-minilm_latest,0.784531,duplicate,D2
pair_1706,all-minilm_latest,0.682198,duplicate,D2
pair_0647,all-minilm_latest,0.804208,duplicate,D2
pair_0635,all-minilm_latest,0.953698,duplicate,D2
pair_2253,all-minilm_latest,0.906257,duplicate,D2
pair_4329,all-minilm_latest,0.245232,not_duplicate,D4
pair_0556,all-minilm_latest,0.92372,duplicate,D2
pair_1837,all-minilm_latest,0.955606,duplicate,D2
pair_0161,all-minilm_latest,0.700625,duplicate,D2
pair_3427,all-minilm_latest,0.113148,not_duplicate,D4
pair_0455,all-minilm_latest,0.774162,duplicate,D2
pair_3629,all-minilm_latest,0.387406,not_duplicate,D4
pair_0315,all-minilm_latest,0.74029,duplicate,D2
pair_3106,all-minilm_latest,0.243976,not_duplicate,D4
pair_2376,all-minilm_latest,0.846859,duplicate,D2
pair_3880,all-minilm_latest,0.324966,not_duplicate,D4
pair_0872,all-minilm_latest,0.916092,duplicate,D2
pair_3712,all-minilm_latest,0.303543,not_duplicate,D4
pair_2198,all-minilm_latest,0.886597,duplicate,D2
pair_0478,all-minilm_latest,0.811371,duplicate,D2
pair_4151,all-minilm_latest,0.120843,not_duplicate,D4
pair_1255,all-minilm_latest,0.642592,duplicate,D2
pair_2546,all-minilm_latest,0.306522,not_duplicate,D3
pair_1661,all-minilm_latest,0.94938,duplicate,D2
pair_2215,all-minilm_latest,0.961772,duplicate,D2
pair_0256,all-minilm_latest,0.787683,duplicate,D2
pair_3743,all-minilm_latest,0.458105,not_duplicate,D4
pair_3735,all-minilm_latest,0.168151,not_duplicate,D4
pair_2004,all-minilm_latest,0.901621,duplicate,D2
pair_2553,all-minilm_latest,0.622407,not_duplicate,D3
pair_0119,all-minilm_latest,0.818615,duplicate,D2
pair_4224,all-minilm_latest,0.201198,not_duplicate,D4
pair_2819,all-minilm_latest,0.129353,not_duplicate,D3
pair_3377,all-minilm_latest,0.427929,not_duplicate,D4
pair_3103,all-minilm_latest,0.151524,not_duplicate,D4
pair_2597,all-minilm_latest,0.573223,not_duplicate,D3
pair_0514,all-minilm_latest,0.775556,duplicate,D2
pair_1280,all-minilm_latest,0.805526,duplicate,D2
pair_1830,all-minilm_latest,0.952298,duplicate,D2
pair_1628,all-minilm_latest,0.964193,duplicate,D2
pair_1437,all-minilm_latest,0.920463,duplicate,D2
pair_0770,all-minilm_latest,0.922859,duplicate,D2
pair_3304,all-minilm_latest,0.17338,not_duplicate,D4
pair_1569,all-minilm_latest,0.888223,duplicate,D2
pair_3649,all-minilm_latest,0.241139,not_duplicate,D4
pair_3753,all-minilm_latest,0.181328,not_duplicate,D4
pair_3769,all-minilm_latest,0.468336,not_duplicate,D4
pair_3935,all-minilm_latest,0.132844,not_duplicate,D4
pair_1487,all-minilm_latest,0.935215,duplicate,D2
pair_3499,all-minilm_latest,0.22888,not_duplicate,D4
pair_3474,all-minilm_latest,0.190221,not_duplicate,D4
pair_3553,all-minilm_latest,0.207856,not_duplicate,D4
pair_0547,all-minilm_latest,0.92855,duplicate,D2
pair_1897,all-minilm_latest,0.93061,duplicate,D2
pair_4039,all-minilm_latest,0.262156,not_duplicate,D4
pair_2710,all-minilm_latest,0.270252,not_duplicate,D3
pair_0418,all-minilm_latest,0.87579,duplicate,D2
pair_3079,all-minilm_latest,0.165868,not_duplicate,D4
pair_1113,all-minilm_latest,0.839691,duplicate,D2
pair_2058,all-minilm_latest,0.965227,duplicate,D2
pair_3121,all-minilm_latest,0.36686,not_duplicate,D4
pair_2437,all-minilm_latest,0.939882,duplicate,D2
pair_1456,all-minilm_latest,0.953689,duplicate,D2
pair_1430,all-minilm_latest,0.890195,duplicate,D2
pair_4397,all-minilm_latest,0.362147,not_duplicate,D4
pair_2820,all-minilm_latest,0.451492,not_duplicate,D3
pair_0117,all-minilm_latest,0.839034,duplicate,D2
pair_2141,all-minilm_latest,0.893504,duplicate,D2
pair_0800,all-minilm_latest,0.901794,duplicate,D2
pair_0309,all-minilm_latest,0.847363,duplicate,D2
pair_2515,all-minilm_latest,0.18754,not_duplicate,D3
pair_0486,all-minilm_latest,0.770679,duplicate,D2
pair_0804,all-minilm_latest,0.720573,duplicate,D2
pair_2072,all-minilm_latest,0.948034,duplicate,D2
pair_0609,all-minilm_latest,0.761798,duplicate,D2
pair_3141,all-minilm_latest,0.141317,not_duplicate,D4
pair_2611,all-minilm_latest,0.049573,not_duplicate,D3
pair_1203,all-minilm_latest,0.860262,duplicate,D2
pair_0301,all-minilm_latest,0.856001,duplicate,D2
pair_3217,all-minilm_latest,0.05657,not_duplicate,D4
pair_1004,all-minilm_latest,0.886326,duplicate,D2
pair_2623,all-minilm_latest,0.477225,not_duplicate,D3
pair_1906,all-minilm_latest,0.939004,duplicate,D2
pair_2106,all-minilm_latest,0.859265,duplicate,D2
pair_0505,all-minilm_latest,0.809407,duplicate,D2
pair_2313,all-minilm_latest,0.9365,duplicate,D2
pair_4036,all-minilm_latest,0.287494,not_duplicate,D4
pair_1295,all-minilm_latest,0.849536,duplicate,D2
pair_1962,all-minilm_latest,0.866201,duplicate,D2
pair_4061,all-minilm_latest,0.352523,not_duplicate,D4
pair_1864,all-minilm_latest,0.895031,duplicate,D2
pair_1571,all-minilm_latest,0.924221,duplicate,D2
pair_0814,all-minilm_latest,0.877776,duplicate,D2
pair_1853,all-minilm_latest,0.966996,duplicate,D2
pair_0904,all-minilm_latest,0.701929,duplicate,D2
pair_0056,all-minilm_latest,0.889841,duplicate,D2
pair_1812,all-minilm_latest,0.905032,duplicate,D2
pair_0700,all-minilm_latest,0.858553,duplicate,D2
pair_2354,all-minilm_latest,0.931936,duplicate,D2
pair_3606,all-minilm_latest,0.091404,not_duplicate,D4
pair_1152,all-minilm_latest,0.792152,duplicate,D2
pair_1884,all-minilm_latest,0.881569,duplicate,D2
pair_3166,all-minilm_latest,0.200739,not_duplicate,D4
pair_1148,all-minilm_latest,0.843983,duplicate,D2
pair_4066,all-minilm_latest,0.107956,not_duplicate,D4
pair_1429,all-minilm_latest,0.972319,duplicate,D2
pair_3628,all-minilm_latest,0.234712,not_duplicate,D4
pair_3338,all-minilm_latest,0.119744,not_duplicate,D4
pair_1666,all-minilm_latest,0.867815,duplicate,D2
pair_1079,all-minilm_latest,0.859062,duplicate,D2
pair_2708,all-minilm_latest,0.466819,not_duplicate,D3
pair_0192,all-minilm_latest,0.844929,duplicate,D2
pair_0956,all-minilm_latest,0.876345,duplicate,D2
pair_2582,all-minilm_latest,0.158834,not_duplicate,D3
pair_1719,all-minilm_latest,0.904059,duplicate,D2
pair_3455,all-minilm_latest,0.075158,not_duplicate,D4
pair_3771,all-minilm_latest,0.229935,not_duplicate,D4
pair_2722,all-minilm_latest,0.362985,not_duplicate,D3
pair_1582,all-minilm_latest,0.867535,duplicate,D2
pair_3441,all-minilm_latest,0.040246,not_duplicate,D4
pair_2960,all-minilm_latest,0.362588,not_duplicate,D3
pair_3363,all-minilm_latest,0.174099,not_duplicate,D4
pair_1890,all-minilm_latest,0.9509,duplicate,D2
pair_2638,all-minilm_latest,0.576321,not_duplicate,D3
pair_2656,all-minilm_latest,0.205219,not_duplicate,D3
pair_3044,all-minilm_latest,0.19488,not_duplicate,D3
pair_3603,all-minilm_latest,0.168917,not_duplicate,D4
pair_3193,all-minilm_latest,0.515864,not_duplicate,D4
pair_0236,all-minilm_latest,0.87667,duplicate,D2
pair_4303,all-minilm_latest,0.289018,not_duplicate,D4
pair_0611,all-minilm_latest,0.886231,duplicate,D2
pair_1048,all-minilm_latest,0.89027,duplicate,D2
pair_4386,all-minilm_latest,0.231386,not_duplicate,D4
pair_3014,all-minilm_latest,0.388035,not_duplicate,D3
pair_1245,all-minilm_latest,0.810485,duplicate,D2
pair_1311,all-minilm_latest,0.857055,duplicate,D2
pair_0728,all-minilm_latest,0.885784,duplicate,D2
pair_1155,all-minilm_latest,0.731243,duplicate,D2
pair_3426,all-minilm_latest,0.176774,not_duplicate,D4
pair_0852,all-minilm_latest,0.697116,duplicate,D2
pair_3656,all-minilm_latest,0.285427,not_duplicate,D4
pair_1860,all-minilm_latest,0.961455,duplicate,D2
pair_1636,all-minilm_latest,0.955463,duplicate,D2
pair_0437,all-minilm_latest,0.827153,duplicate,D2
pair_4378,all-minilm_latest,0.257749,not_duplicate,D4
pair_3236,all-minilm_latest,0.119299,not_duplicate,D4
pair_1694,all-minilm_latest,0.814054,duplicate,D2
pair_2340,all-minilm_latest,0.967537,duplicate,D2
pair_0968,all-minilm_latest,0.880438,duplicate,D2
pair_3255,all-minilm_latest,0.120168,not_duplicate,D4
pair_0388,all-minilm_latest,0.81812,duplicate,D2
pair_3056,all-minilm_latest,0.557872,not_duplicate,D3
pair_3541,all-minilm_latest,0.301106,not_duplicate,D4
pair_1848,all-minilm_latest,0.945645,duplicate,D2
pair_0525,all-minilm_latest,0.742401,duplicate,D2
pair_0972,all-minilm_latest,0.773262,duplicate,D2
pair_1941,all-minilm_latest,0.950777,duplicate,D2
pair_4091,all-minilm_latest,0.29495,not_duplicate,D4
pair_2455,all-minilm_latest,0.947755,duplicate,D2
pair_1544,all-minilm_latest,0.938486,duplicate,D2
pair_2153,all-minilm_latest,0.850518,duplicate,D2
pair_0242,all-minilm_latest,0.863523,duplicate,D2
pair_2052,all-minilm_latest,0.909733,duplicate,D2
pair_2732,all-minilm_latest,0.505898,not_duplicate,D3
pair_1578,all-minilm_latest,0.715823,duplicate,D2
pair_3111,all-minilm_latest,0.298485,not_duplicate,D4
pair_2601,all-minilm_latest,0.205635,not_duplicate,D3
pair_0004,all-minilm_latest,0.928643,duplicate,D1
pair_2928,all-minilm_latest,0.1199,not_duplicate,D3
pair_2348,all-minilm_latest,0.935312,duplicate,D2
pair_2894,all-minilm_latest,0.063887,not_duplicate,D3
pair_1594,all-minilm_latest,0.7388,duplicate,D2
pair_0503,all-minilm_latest,0.872082,duplicate,D2
pair_0208,all-minilm_latest,0.753084,duplicate,D2
pair_1987,all-minilm_latest,0.825729,duplicate,D2
pair_0140,all-minilm_latest,0.842883,duplicate,D2
pair_3892,all-minilm_latest,0.122569,not_duplicate,D4
pair_2628,all-minilm_latest,-0.015511,not_duplicate,D3
pair_4073,all-minilm_latest,0.317431,not_duplicate,D4
pair_1710,all-minilm_latest,0.955097,duplicate,D2
pair_1112,all-minilm_latest,0.825963,duplicate,D2
pair_1881,all-minilm_latest,0.878142,duplicate,D2
pair_3941,all-minilm_latest,0.178784,not_duplicate,D4
pair_3319,all-minilm_latest,0.302505,not_duplicate,D4
pair_0689,all-minilm_latest,0.883069,duplicate,D2
pair_3716,all-minilm_latest,0.254455,not_duplicate,D4
pair_4400,all-minilm_latest,0.26755,not_duplicate,D4
pair_3806,all-minilm_latest,0.296024,not_duplicate,D4
pair_1468,all-minilm_latest,0.941898,duplicate,D2
pair_1366,all-minilm_latest,0.873901,duplicate,D2
pair_4468,all-minilm_latest,0.226446,not_duplicate,D4
pair_1646,all-minilm_latest,0.948558,duplicate,D2
pair_3167,all-minilm_latest,0.457788,not_duplicate,D4
pair_3535,all-minilm_latest,0.167667,not_duplicate,D4
pair_3788,all-minilm_latest,0.308496,not_duplicate,D4
pair_0284,all-minilm_latest,0.887727,duplicate,D2
pair_3567,all-minilm_latest,0.162364,not_duplicate,D4
pair_2836,all-minilm_latest,0.643167,not_duplicate,D3
pair_4332,all-minilm_latest,0.16069,not_duplicate,D4
pair_0781,all-minilm_latest,0.80043,duplicate,D2
pair_3814,all-minilm_latest,0.159627,not_duplicate,D4
pair_1700,all-minilm_latest,0.840719,duplicate,D2
pair_2178,all-minilm_latest,0.865635,duplicate,D2
pair_2442,all-minilm_latest,0.935011,duplicate,D2
pair_3432,all-minilm_latest,0.180889,not_duplicate,D4
pair_2655,all-minilm_latest,0.328669,not_duplicate,D3
pair_0064,all-minilm_latest,0.84097,duplicate,D2
pair_3445,all-minilm_latest,0.149957,not_duplicate,D4
pair_4282,all-minilm_latest,0.201618,not_duplicate,D4
pair_2255,all-minilm_latest,0.846144,duplicate,D2
pair_0264,all-minilm_latest,0.794333,duplicate,D2
pair_2951,all-minilm_latest,0.534827,not_duplicate,D3
pair_0475,all-minilm_latest,0.868047,duplicate,D2
pair_0971,all-minilm_latest,0.734981,duplicate,D2
pair_0368,all-minilm_latest,0.885463,duplicate,D2
pair_3559,all-minilm_latest,0.328073,not_duplicate,D4
pair_2428,all-minilm_latest,0.93002,duplicate,D2
pair_3594,all-minilm_latest,0.157022,not_duplicate,D4
pair_2324,all-minilm_latest,0.923113,duplicate,D2
pair_3795,all-minilm_latest,0.015126,not_duplicate,D4
pair_0508,all-minilm_latest,0.849438,duplicate,D2
pair_3329,all-minilm_latest,0.158499,not_duplicate,D4
pair_2074,all-minilm_latest,0.931714,duplicate,D2
pair_1413,all-minilm_latest,0.932406,duplicate,D2
pair_0692,all-minilm_latest,0.870085,duplicate,D2
pair_2999,all-minilm_latest,0.576159,not_duplicate,D3
pair_3848,all-minilm_latest,0.396745,not_duplicate,D4
