pair_id,model,cosine_score,label,pair_type
pair_4302,all-minilm_latest,0.222379,not_duplicate,D4
pair_2438,all-minilm_latest,0.88406,duplicate,D2
pair_1058,all-minilm_latest,0.823081,duplicate,D2
pair_0296,all-minilm_latest,0.707844,duplicate,D2
pair_2580,all-minilm_latest,0.254943,not_duplicate,D3
pair_1790,all-minilm_latest,0.930442,duplicate,D2
pair_3326,all-minilm_latest,0.233695,not_duplicate,D4
pair_4468,all-minilm_latest,0.107571,not_duplicate,D4
pair_1834,all-minilm_latest,0.952062,duplicate,D2
pair_1051,all-minilm_latest,0.860291,duplicate,D2
pair_3814,all-minilm_latest,0.209827,not_duplicate,D4
pair_3469,all-minilm_latest,0.231231,not_duplicate,D4
pair_0292,all-minilm_latest,0.875818,duplicate,D2
pair_4345,all-minilm_latest,0.054911,not_duplicate,D4
pair_3386,all-minilm_latest,0.219407,not_duplicate,D4
pair_2813,all-minilm_latest,0.369784,not_duplicate,D3
pair_1336,all-minilm_latest,0.774451,duplicate,D2
pair_1803,all-minilm_latest,0.909174,duplicate,D2
pair_4074,all-minilm_latest,0.116397,not_duplicate,D4
pair_0707,all-minilm_latest,0.823143,duplicate,D2
pair_3788,all-minilm_latest,0.130363,not_duplicate,D4
pair_2198,all-minilm_latest,0.886597,duplicate,D2
pair_3026,all-minilm_latest,0.159758,not_duplicate,D3
pair_0687,all-minilm_latest,0.943726,duplicate,D2
pair_1792,all-minilm_latest,0.961017,duplicate,D2
pair_3516,all-minilm_latest,0.105759,not_duplicate,D4
pair_0457,all-minilm_latest,0.944969,duplicate,D2
pair_2771,all-minilm_latest,0.386191,not_duplicate,D3
pair_4254,all-minilm_latest,0.239383,not_duplicate,D4
pair_0462,all-minilm_latest,0.945372,duplicate,D2
pair_0180,all-minilm_latest,0.695608,duplicate,D2
pair_1886,all-minilm_latest,0.943964,duplicate,D2
pair_1385,all-minilm_latest,0.829641,duplicate,D2
pair_3053,all-minilm_latest,0.218459,not_duplicate,D3
pair_3526,all-minilm_latest,0.249393,not_duplicate,D4
pair_3571,all-minilm_latest,0.525833,not_duplicate,D4
pair_0001,all-minilm_latest,0.88306,duplicate,D1
pair_1674,all-minilm_latest,0.883446,duplicate,D2
pair_2111,all-minilm_latest,0.916122,duplicate,D2
pair_3731,all-minilm_latest,0.15045,not_duplicate,D4
pair_3913,all-minilm_latest,0.10595,not_duplicate,D4
pair_3650,all-minilm_latest,0.377013,not_duplicate,D4
pair_2608,all-minilm_latest,0.163382,not_duplicate,D3
pair_3287,all-minilm_latest,0.267617,not_duplicate,D4
pair_2633,all-minilm_latest,0.529588,not_duplicate,D3
pair_4232,all-minilm_latest,0.143998,not_duplicate,D4
pair_3097,all-minilm_latest,0.188414,not_duplicate,D4
pair_0148,all-minilm_latest,0.781013,duplicate,D2
pair_0226,all-minilm_latest,0.798245,duplicate,D2
pair_3900,all-minilm_latest,0.078077,not_duplicate,D4
pair_2176,all-minilm_latest,0.958623,duplicate,D2
pair_2107,all-minilm_latest,0.930789,duplicate,D2
pair_3543,all-minilm_latest,0.122755,not_duplicate,D4
pair_4045,all-minilm_latest,0.220753,not_duplicate,D4
pair_2640,all-minilm_latest,0.180746,not_duplicate,D3
pair_3784,all-minilm_latest,0.446261,not_duplicate,D4
pair_3990,all-minilm_latest,0.382186,not_duplicate,D4
pair_3328,all-minilm_latest,0.180115,not_duplicate,D4
pair_2153,all-minilm_latest,0.850518,duplicate,D2
pair_3220,all-minilm_latest,0.234166,not_duplicate,D4
pair_1244,all-minilm_latest,0.656462,duplicate,D2
pair_0411,all-minilm_latest,0.861254,duplicate,D2
pair_1089,all-minilm_latest,0.899348,duplicate,D2
pair_1968,all-minilm_latest,0.94765,duplicate,D2
pair_2146,all-minilm_latest,0.913148,duplicate,D2
pair_4310,all-minilm_latest,0.363015,not_duplicate,D4
pair_0958,all-minilm_latest,0.856037,duplicate,D2
pair_0240,all-minilm_latest,0.82992,duplicate,D2
pair_1189,all-minilm_latest,0.896395,duplicate,D2
pair_3905,all-minilm_latest,0.188109,not_duplicate,D4
pair_2848,all-minilm_latest,0.215697,not_duplicate,D3
pair_2623,all-minilm_latest,0.268394,not_duplicate,D3
pair_1297,all-minilm_latest,0.781418,duplicate,D2
pair_3959,all-minilm_latest,0.238585,not_duplicate,D4
pair_3005,all-minilm_latest,0.226189,not_duplicate,D3
pair_3727,all-minilm_latest,0.152589,not_duplicate,D4
pair_1717,all-minilm_latest,0.945163,duplicate,D2
pair_1015,all-minilm_latest,0.929731,duplicate,D2
pair_0193,all-minilm_latest,0.816903,duplicate,D2
pair_0759,all-minilm_latest,0.682878,duplicate,D2
pair_3000,all-minilm_latest,0.187587,not_duplicate,D3
